                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.66723,                0.36768,                0.96071,                0.92818,                0.95263,                0.96294,                0.79391,                0.73552,                0.43095,                0.96756,              0.0011851,              0.0011851,              0.0011851
                    149,                0.67703,                0.38208,                0.96335,                0.91614,                0.94941,                0.96037,                0.78842,                0.76139,                0.44578,                0.98002,              0.0011818,              0.0011818,              0.0011818
                    150,                0.66262,                0.37348,                 0.9533,                0.91499,                0.96566,                0.96306,                0.79925,                0.74301,                 0.4388,                0.97401,              0.0011785,              0.0011785,              0.0011785
                    151,                0.67519,                0.37194,                0.95384,                0.93854,                0.94829,                0.95691,                0.79298,                0.74705,                0.44075,                0.96892,              0.0011752,              0.0011752,              0.0011752
                    152,                0.66186,                0.37322,                0.94659,                0.92335,                0.96737,                 0.9657,                0.79691,                 0.7595,                0.44396,                0.98151,              0.0011719,              0.0011719,              0.0011719
                    153,                0.66513,                0.37548,                0.95218,                0.92118,                 0.9513,                0.96182,                0.78727,                0.76807,                0.44755,                0.99186,              0.0011686,              0.0011686,              0.0011686
                    154,                 0.6582,                 0.3709,                  0.955,                0.93314,                0.93928,                0.96061,                0.79448,                0.75607,                0.43525,                  0.981,              0.0011653,              0.0011653,              0.0011653
                    155,                0.63996,                0.37194,                0.94307,                0.91725,                0.95038,                0.96328,                0.79356,                 0.7589,                0.44771,                0.98596,               0.001162,               0.001162,               0.001162
                    156,                 0.6383,                 0.3594,                0.93917,                0.92818,                0.94579,                0.96383,                0.79768,                0.75237,                0.41678,                0.99038,              0.0011587,              0.0011587,              0.0011587
                    157,                0.66256,                0.37041,                0.96636,                0.91116,                0.96411,                0.95212,                 0.7918,                0.76632,                0.42604,                0.98152,              0.0011554,              0.0011554,              0.0011554
                    158,                0.65985,                0.36994,                  0.952,                0.92745,                0.94968,                0.95711,                0.78921,                0.75605,                0.43381,                0.97701,              0.0011521,              0.0011521,              0.0011521
                    159,                0.67113,                 0.3707,                0.95435,                0.93631,                0.93439,                0.95766,                0.78599,                0.76231,                0.41701,                0.97844,              0.0011488,              0.0011488,              0.0011488
                    160,                0.66411,                0.36303,                0.95391,                0.90658,                0.96984,                0.96025,                0.79327,                0.76248,                0.43961,                0.97308,              0.0011455,              0.0011455,              0.0011455
                    161,                0.64126,                0.34868,                0.94327,                0.91069,                0.97041,                0.96394,                0.79846,                0.74141,                0.42675,                0.97191,              0.0011422,              0.0011422,              0.0011422
                    162,                0.66969,                0.37196,                0.95417,                0.91378,                0.96781,                0.96792,                0.79555,                0.76985,                0.42396,                0.98332,              0.0011389,              0.0011389,              0.0011389
                    163,                0.65642,                0.36817,                 0.9438,                0.92648,                0.94026,                0.96208,                0.78367,                0.76937,                0.45174,                0.98686,              0.0011356,              0.0011356,              0.0011356
                    164,                0.64026,                0.36151,                0.94725,                0.92421,                0.95353,                0.96296,                0.79133,                0.75027,                 0.4331,                0.98322,              0.0011323,              0.0011323,              0.0011323
                    165,                0.64091,                0.36478,                 0.9438,                0.92344,                0.95982,                0.96869,                0.79948,                0.75456,                0.43001,                0.97739,               0.001129,               0.001129,               0.001129
                    166,                0.61377,                0.34282,                0.93127,                0.94103,                  0.938,                0.96493,                0.78898,                0.76594,                0.44446,                 0.9942,              0.0011257,              0.0011257,              0.0011257
                    167,                0.64265,                0.36544,                0.94399,                0.93094,                 0.9565,                0.96565,                0.78939,                0.78551,                0.43471,                 1.0024,              0.0011224,              0.0011224,              0.0011224
                    168,                0.66351,                0.36797,                0.95071,                0.92216,                0.94801,                0.96232,                0.79192,                0.75854,                0.42687,                0.97411,              0.0011191,              0.0011191,              0.0011191
                    169,                0.63882,                0.36116,                0.93513,                0.92264,                0.95095,                0.96444,                0.80014,                0.75657,                0.42514,                0.96666,              0.0011158,              0.0011158,              0.0011158
                    170,                0.65573,                0.36597,                0.94477,                0.94408,                0.94062,                0.95816,                0.78486,                0.76244,                0.45039,                0.96949,              0.0011125,              0.0011125,              0.0011125
                    171,                0.63672,                0.35419,                0.94032,                0.92766,                0.94954,                0.96189,                0.79831,                0.75484,                0.47222,                0.96635,              0.0011092,              0.0011092,              0.0011092
                    172,                0.63417,                0.35272,                0.93788,                0.92804,                0.94205,                0.95937,                 0.7917,                0.76707,                0.47512,                0.97329,              0.0011059,              0.0011059,              0.0011059
                    173,                0.64629,                0.35859,                0.93705,                0.91646,                0.95831,                0.95818,                0.79195,                0.77157,                0.45609,                  0.978,              0.0011026,              0.0011026,              0.0011026
                    174,                0.62241,                0.34946,                0.93562,                 0.9415,                0.94876,                0.96089,                 0.8011,                0.75328,                0.44282,                0.97841,              0.0010993,              0.0010993,              0.0010993
                    175,                0.62519,                0.35352,                0.93397,                0.92409,                0.95677,                0.96361,                0.80301,                0.75133,                0.43013,                0.98313,               0.001096,               0.001096,               0.001096
                    176,                0.63296,                0.35911,                0.92581,                0.94095,                0.94635,                 0.9604,                0.78692,                0.75143,                0.43249,                0.98136,              0.0010927,              0.0010927,              0.0010927
                    177,                0.63268,                0.35919,                0.94105,                0.94712,                0.93323,                 0.9625,                0.78983,                0.75803,                0.44499,                0.97731,              0.0010894,              0.0010894,              0.0010894
                    178,                0.63255,                0.34924,                0.94647,                0.93307,                0.95323,                0.96164,                0.79375,                0.75244,                0.42121,                 0.9824,              0.0010861,              0.0010861,              0.0010861
                    179,                0.64042,                 0.3597,                0.93374,                0.94267,                0.95233,                0.95839,                0.79565,                0.75073,                0.42692,                 0.9702,              0.0010828,              0.0010828,              0.0010828
                    180,                0.62393,                0.35354,                 0.9348,                0.93267,                0.95116,                0.95955,                0.79494,                0.73662,                0.41457,                 0.9644,              0.0010795,              0.0010795,              0.0010795
                    181,                0.64295,                0.35599,                0.94389,                0.93374,                0.94358,                0.95832,                0.79369,                0.73453,                0.43255,                0.96325,              0.0010762,              0.0010762,              0.0010762
                    182,                0.64275,                0.35282,                0.94375,                0.92957,                0.94308,                0.96548,                0.79667,                0.75079,                0.44769,                0.96902,              0.0010729,              0.0010729,              0.0010729
                    183,                 0.6328,                0.36247,                0.94822,                0.92705,                0.96232,                0.96519,                0.80288,                0.75395,                 0.3887,                0.97587,              0.0010696,              0.0010696,              0.0010696
                    184,                0.62368,                0.34741,                0.93619,                0.92687,                0.96085,                0.96671,                0.80628,                0.74062,                0.41346,                0.96971,              0.0010663,              0.0010663,              0.0010663
                    185,                0.61066,                0.33906,                0.92645,                0.92873,                0.94633,                0.96622,                0.80688,                0.74863,                0.42695,                0.96632,               0.001063,               0.001063,               0.001063
                    186,                0.61576,                0.35093,                0.93067,                0.90072,                0.96067,                0.95929,                0.79852,                0.74742,                0.45017,                0.96549,              0.0010597,              0.0010597,              0.0010597
                    187,                0.62938,                0.35036,                0.93505,                0.91965,                0.95831,                0.96654,                0.80532,                0.75111,                 0.4459,                0.96678,              0.0010564,              0.0010564,              0.0010564
                    188,                0.59691,                0.33264,                 0.9271,                0.93114,                0.95831,                0.96549,                0.79688,                0.74382,                0.42165,                0.96992,              0.0010531,              0.0010531,              0.0010531
                    189,                 0.6296,                0.35117,                 0.9393,                0.92824,                 0.9565,                0.96619,                0.80353,                0.74474,                0.42049,                0.96187,              0.0010498,              0.0010498,              0.0010498
                    190,                 0.6169,                0.34644,                0.93811,                0.91658,                0.95705,                0.97008,                0.80361,                0.75644,                0.42364,                0.97475,              0.0010465,              0.0010465,              0.0010465
                    191,                0.61187,                0.33855,                0.93382,                0.90977,                0.96138,                0.96304,                0.80148,                0.74991,                 0.4198,                0.96424,              0.0010432,              0.0010432,              0.0010432
                    192,                0.62821,                0.34776,                0.93289,                0.90781,                0.95469,                0.96002,                0.79535,                0.75139,                0.44282,                0.96291,              0.0010399,              0.0010399,              0.0010399
                    193,                0.63428,                0.34582,                0.94397,                0.93137,                0.95831,                0.96616,                0.80146,                0.74568,                0.41138,                0.97307,              0.0010366,              0.0010366,              0.0010366
                    194,                0.62111,                0.35147,                0.93351,                0.93654,                0.94413,                0.96513,                0.80268,                0.73958,                0.41241,                 0.9759,              0.0010333,              0.0010333,              0.0010333
