                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.94498,                0.48576,                0.96029,                0.96551,                0.97607,                0.98779,                0.73511,                0.98361,                0.45952,                0.97474,              0.0097624,              0.0097624,              0.0097624
                     15,                0.95747,                0.48595,                0.96289,                0.96554,                 0.9788,                0.98741,                  0.727,                0.96803,                0.45855,                0.96457,              0.0097426,              0.0097426,              0.0097426
                     16,                 0.9463,                0.47975,                  0.956,                0.97348,                0.97345,                0.98858,                0.74343,                0.98621,                0.45163,                0.97107,              0.0097228,              0.0097228,              0.0097228
                     17,                 0.9438,                0.47732,                0.95973,                0.96874,                0.98233,                0.98739,                0.73212,                0.96138,                0.45499,                0.97134,               0.009703,               0.009703,               0.009703
                     18,                0.94824,                0.47309,                0.96206,                0.97349,                0.97995,                0.98926,                0.74456,                 0.9564,                0.44096,                0.96471,              0.0096832,              0.0096832,              0.0096832
                     19,                0.93337,                 0.4674,                 0.9607,                0.97109,                0.97778,                0.98789,                0.74466,                0.95954,                0.43374,                0.96545,              0.0096634,              0.0096634,              0.0096634
                     20,                0.93866,                0.46683,                0.95524,                0.96579,                0.98594,                 0.9887,                0.74833,                0.96618,                 0.4299,                0.97037,              0.0096436,              0.0096436,              0.0096436
                     21,                0.93714,                 0.4582,                 0.9628,                0.97726,                0.97089,                0.98767,                0.73412,                0.95444,                0.42806,                0.96763,              0.0096238,              0.0096238,              0.0096238
                     22,                0.93052,                0.46016,                0.95626,                0.97332,                0.98318,                0.98889,                 0.7427,                0.95512,                0.42965,                0.96791,               0.009604,               0.009604,               0.009604
                     23,                0.93522,                0.46103,                0.95479,                0.97633,                0.98726,                0.98857,                0.74662,                0.97007,                0.42652,                0.97054,              0.0095842,              0.0095842,              0.0095842
                     24,                0.92122,                0.45744,                0.95114,                 0.9723,                 0.9806,                0.98763,                0.73746,                0.93969,                0.42974,                0.96497,              0.0095644,              0.0095644,              0.0095644
                     25,                0.91469,                0.45157,                0.95205,                0.97421,                0.97732,                0.98916,                0.75235,                0.95136,                0.42366,                 0.9673,              0.0095446,              0.0095446,              0.0095446
                     26,                0.92604,                0.45102,                 0.9588,                0.97566,                0.98532,                0.98938,                0.76115,                0.95297,                0.40934,                0.96271,              0.0095248,              0.0095248,              0.0095248
                     27,                0.92302,                0.45136,                0.96297,                0.96642,                0.98671,                0.98691,                 0.7409,                0.94461,                0.41778,                0.96582,               0.009505,               0.009505,               0.009505
                     28,                0.91931,                0.44328,                0.95603,                 0.9724,                0.97993,                 0.9896,                0.74959,                0.95357,                0.41264,                 0.9676,              0.0094852,              0.0094852,              0.0094852
                     29,                0.91696,                0.44646,                0.95486,                0.96765,                0.98665,                0.98783,                0.74931,                0.94734,                0.41544,                0.95904,              0.0094654,              0.0094654,              0.0094654
                     30,                0.91596,                0.44363,                0.94982,                0.97484,                0.98577,                0.98797,                0.74293,                0.95231,                0.41567,                0.96759,              0.0094456,              0.0094456,              0.0094456
                     31,                0.92161,                0.44014,                0.95928,                 0.9768,                0.98448,                0.98958,                0.76026,                0.94845,                0.40772,                0.96203,              0.0094258,              0.0094258,              0.0094258
                     32,                0.90562,                0.43529,                0.94888,                0.97321,                0.98254,                0.98812,                0.74661,                0.95528,                0.40685,                0.96526,               0.009406,               0.009406,               0.009406
                     33,                0.91361,                0.43632,                 0.9545,                0.97736,                 0.9773,                0.98977,                 0.7576,                0.94379,                0.41467,                0.96184,              0.0093862,              0.0093862,              0.0093862
                     34,                0.90115,                0.43576,                0.95126,                  0.976,                0.97607,                0.98984,                0.75829,                0.94945,                0.41368,                0.96207,              0.0093664,              0.0093664,              0.0093664
                     35,                0.91053,                 0.4326,                0.95745,                0.97625,                0.98373,                0.98954,                0.75738,                0.94069,                0.40059,                0.96616,              0.0093466,              0.0093466,              0.0093466
                     36,                0.90306,                0.43092,                0.95453,                0.97563,                0.98397,                0.98864,                0.75585,                0.93883,                0.40783,                0.96185,              0.0093268,              0.0093268,              0.0093268
                     37,                0.90744,                 0.4335,                0.95028,                0.97905,                0.97477,                0.98973,                0.76379,                 0.9471,                0.40543,                0.96352,               0.009307,               0.009307,               0.009307
                     38,                0.90017,                0.42251,                0.94811,                0.97093,                 0.9793,                 0.9893,                0.75148,                0.95721,                0.40394,                0.96831,              0.0092872,              0.0092872,              0.0092872
                     39,                0.90411,                0.42912,                0.95399,                0.97216,                 0.9903,                0.98991,                0.74646,                0.94957,                0.40082,                 0.9627,              0.0092674,              0.0092674,              0.0092674
                     40,                0.90208,                0.42432,                0.94857,                0.96794,                0.98383,                0.98913,                0.75616,                 0.9407,                0.40398,                0.95823,              0.0092476,              0.0092476,              0.0092476
                     41,                0.89596,                0.42529,                0.94533,                0.97432,                0.98152,                0.98919,                0.75669,                0.95081,                0.40008,                0.96489,              0.0092278,              0.0092278,              0.0092278
                     42,                0.89873,                0.42213,                0.95594,                0.96641,                  0.989,                0.98857,                0.75058,                0.95285,                0.40243,                0.96723,               0.009208,               0.009208,               0.009208
                     43,                0.90448,                0.42611,                0.95558,                0.97616,                0.97984,                 0.9894,                0.76426,                0.94468,                 0.3992,                0.96267,              0.0091882,              0.0091882,              0.0091882
                     44,                0.89946,                0.42149,                0.95829,                0.97326,                0.98865,                0.98906,                 0.7648,                0.93236,                0.39219,                0.95843,              0.0091684,              0.0091684,              0.0091684
                     45,                0.89401,                 0.4194,                0.94633,                0.96953,                0.98448,                0.98954,                0.75782,                0.93853,                0.39499,                0.96005,              0.0091486,              0.0091486,              0.0091486
                     46,                0.88889,                  0.414,                0.94327,                0.97741,                0.98642,                0.98886,                0.76301,                 0.9463,                0.39068,                0.95846,              0.0091288,              0.0091288,              0.0091288
                     47,                0.87626,                0.41364,                0.94673,                0.97442,                0.98568,                0.99013,                0.74407,                0.93604,                0.39073,                0.96173,               0.009109,               0.009109,               0.009109
                     48,                0.90989,                0.42104,                0.95098,                0.97739,                0.98254,                0.98937,                0.76006,                0.93848,                0.38823,                0.96252,              0.0090892,              0.0090892,              0.0090892
                     49,                0.89182,                0.41831,                0.94859,                 0.9757,                0.98679,                0.99012,                0.76697,                0.93698,                0.38571,                0.96346,              0.0090694,              0.0090694,              0.0090694
                     50,                0.89121,                0.41573,                 0.9478,                 0.9751,                0.98642,                0.98965,                 0.7661,                 0.9502,                0.39068,                0.96102,              0.0090496,              0.0090496,              0.0090496
                     51,                0.89618,                0.41842,                0.94976,                0.97312,                0.98336,                0.98991,                0.76303,                0.94675,                 0.3859,                0.96365,              0.0090298,              0.0090298,              0.0090298
                     52,                0.88838,                0.41213,                  0.949,                0.97177,                0.98448,                0.98896,                 0.7539,                0.94454,                0.39254,                0.96277,                0.00901,                0.00901,                0.00901
                     53,                0.90387,                0.41804,                  0.951,                0.97688,                0.98378,                0.99036,                 0.7669,                  0.942,                 0.3879,                0.96243,              0.0089902,              0.0089902,              0.0089902
                     54,                 0.8892,                 0.4138,                0.95016,                 0.9759,                0.98706,                0.98938,                0.76855,                0.94063,                0.38314,                0.96626,              0.0089704,              0.0089704,              0.0089704
                     55,                0.88162,                 0.4076,                0.95287,                 0.9726,                0.98741,                0.98953,                0.76547,                 0.9363,                0.38192,                0.96232,              0.0089506,              0.0089506,              0.0089506
                     56,                0.89011,                0.41073,                 0.9496,                0.97295,                0.98642,                0.98956,                0.77205,                0.92542,                0.38419,                0.95935,              0.0089308,              0.0089308,              0.0089308
                     57,                0.88735,                0.40897,                0.94997,                0.97337,                0.98642,                0.98917,                0.76011,                0.93951,                0.38826,                0.96605,               0.008911,               0.008911,               0.008911
                     58,                0.88216,                0.41472,                 0.9429,                0.97562,                0.98771,                0.99011,                0.76055,                0.94385,                0.38367,                0.96348,              0.0088912,              0.0088912,              0.0088912
                     59,                0.89112,                0.40844,                0.94904,                0.97762,                0.98836,                0.99003,                0.75907,                0.93454,                0.37783,                0.96041,              0.0088714,              0.0088714,              0.0088714
                     60,                0.87833,                0.40805,                0.94745,                0.97757,                0.98671,                0.99003,                0.76578,                0.94813,                0.38586,                0.96385,              0.0088516,              0.0088516,              0.0088516
                     61,                0.87512,                0.40543,                 0.9488,                0.97562,                0.98343,                0.98938,                0.76923,                0.93592,                0.38011,                0.95567,              0.0088318,              0.0088318,              0.0088318
                     62,                0.87705,                0.40858,                0.94516,                0.97737,                0.97757,                0.98995,                0.76145,                0.94219,                0.38881,                0.96073,               0.008812,               0.008812,               0.008812
                     63,                0.88502,                 0.4024,                0.94553,                0.97327,                0.98931,                0.99017,                0.74393,                0.94419,                0.38011,                0.96477,              0.0087922,              0.0087922,              0.0087922
                     64,                0.88755,                0.40589,                0.94756,                0.97597,                0.97865,                0.98927,                0.76394,                  0.934,                 0.3753,                 0.9597,              0.0087724,              0.0087724,              0.0087724
                     65,                0.86325,                0.39782,                0.93942,                0.97443,                 0.9859,                0.98974,                0.77067,                0.93442,                0.37358,                 0.9608,              0.0087526,              0.0087526,              0.0087526
                     66,                0.87761,                0.40471,                0.94237,                0.98067,                0.98439,                0.98966,                0.77264,                0.92987,                0.37461,                0.95791,              0.0087328,              0.0087328,              0.0087328
                     67,                 0.8698,                  0.405,                0.93785,                0.97191,                0.98473,                0.98955,                0.76686,                0.93425,                0.37696,                0.95865,               0.008713,               0.008713,               0.008713
                     68,                 0.8611,                0.39788,                0.94076,                0.97906,                0.98254,                0.98951,                0.76935,                0.93301,                0.37175,                0.96347,              0.0086932,              0.0086932,              0.0086932
                     69,                0.87863,                0.40129,                0.94612,                0.96796,                0.98642,                0.99047,                0.76308,                0.93286,                0.37699,                0.95799,              0.0086734,              0.0086734,              0.0086734
                     70,                0.87715,                0.40452,                0.93941,                0.97872,                0.98171,                0.98908,                0.76585,                0.94504,                 0.3755,                0.96118,              0.0086536,              0.0086536,              0.0086536
                     71,                0.87394,                0.39781,                 0.9412,                0.97439,                0.98448,                0.98862,                0.75479,                0.93062,                0.37162,                0.96067,              0.0086338,              0.0086338,              0.0086338
                     72,                0.86536,                0.39442,                0.94253,                0.97019,                0.98936,                0.98972,                0.74532,                0.93965,                0.37754,                 0.9601,               0.008614,               0.008614,               0.008614
                     73,                0.87126,                0.39668,                0.94832,                 0.9806,                0.98069,                0.98935,                0.77244,                0.92896,                0.37155,                0.96083,              0.0085942,              0.0085942,              0.0085942
                     74,                0.86722,                0.39421,                0.94337,                0.97432,                0.98176,                0.98841,                 0.7651,                0.92937,                0.37363,                0.95904,              0.0085744,              0.0085744,              0.0085744
                     75,                0.88836,                0.40049,                0.94799,                0.97372,                0.98247,                0.98938,                0.76755,                0.94257,                0.37532,                0.96597,              0.0085546,              0.0085546,              0.0085546
                     76,                0.85649,                0.39231,                0.93819,                0.97379,                0.98522,                0.98999,                0.77511,                0.93211,                0.37058,                0.95642,              0.0085348,              0.0085348,              0.0085348
                     77,                0.87048,                0.39875,                0.93453,                0.97951,                0.98943,                 0.9896,                0.77195,                0.93066,                0.36936,                0.95611,               0.008515,               0.008515,               0.008515
                     78,                0.86834,                0.39669,                0.93687,                0.97467,                0.97865,                0.98918,                0.76803,                0.94127,                0.37121,                0.96254,              0.0084952,              0.0084952,              0.0084952
                     79,                0.84704,                0.38682,                0.94046,                0.97549,                0.98706,                0.98929,                0.76429,                 0.9352,                0.37213,                0.95803,              0.0084754,              0.0084754,              0.0084754
                     80,                0.85942,                 0.3913,                 0.9363,                 0.9749,                0.98383,                0.98899,                0.76738,                0.94077,                0.37129,                0.95835,              0.0084556,              0.0084556,              0.0084556
                     81,                0.87059,                0.39591,                0.94142,                0.97379,                0.98537,                0.98894,                0.76529,                0.93474,                0.36888,                0.96061,              0.0084358,              0.0084358,              0.0084358
                     82,                0.85711,                0.38635,                 0.9383,                0.97387,                0.98642,                0.98968,                 0.7704,                0.92584,                0.36403,                 0.9555,               0.008416,               0.008416,               0.008416
                     83,                0.87116,                0.38971,                0.94122,                0.97933,                0.98047,                0.99009,                0.77208,                 0.9315,                0.36556,                0.96048,              0.0083962,              0.0083962,              0.0083962
                     84,                0.87435,                0.39212,                0.94255,                0.97502,                0.98471,                0.98956,                0.77198,                0.93843,                0.36678,                0.95968,              0.0083764,              0.0083764,              0.0083764
                     85,                0.85526,                 0.3879,                0.93535,                0.97554,                0.98016,                0.98895,                  0.773,                0.94062,                0.36794,                0.95542,              0.0083566,              0.0083566,              0.0083566
                     86,                0.86824,                0.39458,                 0.9383,                0.97629,                0.98541,                0.98824,                0.76325,                0.93868,                0.37108,                0.95733,              0.0083368,              0.0083368,              0.0083368
                     87,                0.86275,                0.38807,                0.93619,                0.98126,                0.98194,                0.98937,                0.76592,                0.95282,                0.37173,                0.96303,               0.008317,               0.008317,               0.008317
                     88,                 0.8498,                0.38119,                0.93735,                0.97567,                0.98578,                0.98938,                 0.7723,                0.93443,                 0.3653,                0.96129,              0.0082972,              0.0082972,              0.0082972
                     89,                0.87227,                0.39331,                 0.9433,                0.97501,                0.98426,                0.98846,                0.76031,                0.93165,                0.36286,                0.95643,              0.0082774,              0.0082774,              0.0082774
                     90,                0.85758,                0.39018,                 0.9375,                0.97127,                0.98386,                0.98836,                0.76775,                0.94248,                0.36995,                0.95919,              0.0082576,              0.0082576,              0.0082576
                     91,                0.84918,                0.38574,                0.93605,                0.97563,                0.98706,                0.99037,                0.77054,                0.93214,                0.35974,                0.95502,              0.0082378,              0.0082378,              0.0082378
                     92,                0.86367,                0.38646,                0.94123,                0.97581,                0.98383,                0.98907,                0.77077,                0.92686,                0.36245,                  0.953,               0.008218,               0.008218,               0.008218
                     93,                0.86385,                0.38663,                0.93946,                0.97569,                0.98635,                 0.9902,                 0.7724,                0.94102,                0.36434,                0.95832,              0.0081982,              0.0081982,              0.0081982
                     94,                0.85127,                0.38094,                0.93662,                0.97319,                0.98625,                0.98878,                0.76715,                0.94364,                 0.3647,                0.96145,              0.0081784,              0.0081784,              0.0081784
                     95,                0.85345,                0.38236,                0.93386,                0.97767,                 0.9806,                0.99026,                0.77141,                0.93841,                0.36255,                0.95922,              0.0081586,              0.0081586,              0.0081586
                     96,                0.84115,                 0.3803,                  0.933,                0.97694,                 0.9866,                0.98916,                0.76921,                0.93384,                0.36061,                0.95837,              0.0081388,              0.0081388,              0.0081388
                     97,                0.84379,                 0.3811,                0.92871,                0.97357,                  0.989,                0.98924,                0.77061,                0.93537,                0.35983,                0.96055,               0.008119,               0.008119,               0.008119
                     98,                0.86115,                0.38714,                0.93663,                0.97449,                0.98835,                0.98852,                0.76854,                0.94572,                0.36195,                0.96276,              0.0080992,              0.0080992,              0.0080992
                     99,                0.84496,                0.38206,                 0.9334,                0.97404,                0.98642,                0.98862,                0.76729,                0.93454,                0.36044,                0.95648,              0.0080794,              0.0080794,              0.0080794
                    100,                0.86316,                0.38439,                0.93929,                0.97441,                0.98519,                0.98879,                0.77208,                0.93741,                0.36164,                0.96068,              0.0080596,              0.0080596,              0.0080596
                    101,                0.85502,                0.38291,                0.93403,                0.98086,                 0.9806,                 0.9892,                0.77482,                0.94233,                 0.3584,                0.95896,              0.0080398,              0.0080398,              0.0080398
                    102,                0.84399,                0.37987,                0.92664,                0.97463,                0.98577,                0.98973,                0.75167,                0.94071,                0.36226,                 0.9579,                0.00802,                0.00802,                0.00802
                    103,                0.83463,                0.37844,                0.93208,                0.97939,                0.98348,                0.99019,                0.77285,                 0.9396,                0.35977,                0.96107,              0.0080002,              0.0080002,              0.0080002
                    104,                 0.8515,                 0.3789,                0.93813,                0.97557,                0.98167,                 0.9891,                0.77478,                0.94229,                0.35894,                0.96076,              0.0079804,              0.0079804,              0.0079804
                    105,                0.85188,                 0.3814,                0.93305,                0.97379,                0.98522,                 0.9897,                0.77328,                0.95477,                0.36131,                0.96416,              0.0079606,              0.0079606,              0.0079606
                    106,                 0.8519,                0.37639,                0.93603,                0.97687,                 0.9793,                0.98836,                0.76679,                0.95075,                0.36292,                0.96405,              0.0079408,              0.0079408,              0.0079408
                    107,                0.84965,                0.38137,                0.92723,                0.97756,                0.99159,                 0.9899,                0.76782,                0.94492,                0.35917,                0.95953,               0.007921,               0.007921,               0.007921
                    108,                0.84744,                0.37873,                0.93305,                0.97757,                0.98673,                0.98942,                0.77124,                0.93834,                0.35587,                0.95845,              0.0079012,              0.0079012,              0.0079012
                    109,                0.85221,                0.38289,                0.94097,                0.97538,                0.98448,                0.98985,                0.75923,                0.94489,                0.35939,                0.96322,              0.0078814,              0.0078814,              0.0078814
                    110,                0.83582,                0.37413,                0.93281,                0.97463,                0.98318,                0.98905,                0.76935,                0.94701,                0.35898,                0.96204,              0.0078616,              0.0078616,              0.0078616
                    111,                0.83752,                0.37223,                  0.934,                0.97933,                0.98086,                0.98887,                0.76983,                0.94303,                0.35796,                0.96396,              0.0078418,              0.0078418,              0.0078418
                    112,                0.84022,                0.37506,                0.93626,                0.97475,                  0.989,                0.98907,                0.76866,                0.95075,                0.35604,                0.96511,               0.007822,               0.007822,               0.007822
                    113,                0.84709,                0.38042,                0.93649,                0.97725,                0.98771,                0.98957,                0.77313,                0.93787,                0.35637,                0.96024,              0.0078022,              0.0078022,              0.0078022
                    114,                0.83359,                0.37296,                0.93563,                0.97202,                0.98886,                0.98949,                0.76597,                0.93733,                0.35363,                0.96522,              0.0077824,              0.0077824,              0.0077824
                    115,                0.83512,                0.37371,                0.93182,                0.97114,                0.98771,                0.98984,                0.76969,                0.93959,                0.35645,                0.96135,              0.0077626,              0.0077626,              0.0077626
                    116,                0.83243,                0.37037,                0.93066,                0.97821,                0.98727,                0.98932,                0.77412,                0.93526,                0.35182,                0.96135,              0.0077428,              0.0077428,              0.0077428
                    117,                0.83796,                0.37378,                0.93296,                0.97755,                0.98558,                0.98938,                0.76673,                0.93887,                0.35362,                 0.9592,               0.007723,               0.007723,               0.007723
                    118,                0.83618,                0.37334,                0.93195,                0.97815,                0.98465,                0.98916,                0.76877,                0.94665,                0.35786,                0.96504,              0.0077032,              0.0077032,              0.0077032
                    119,                0.83053,                0.37097,                0.93317,                0.97632,                0.98694,                0.98917,                0.76994,                0.94724,                0.35636,                 0.9636,              0.0076834,              0.0076834,              0.0076834
                    120,                  0.833,                0.37212,                0.93203,                0.97506,                 0.9863,                0.98951,                0.76936,                0.94527,                0.35338,                0.96205,              0.0076636,              0.0076636,              0.0076636
                    121,                0.82718,                0.36891,                0.93463,                0.97498,                 0.9832,                0.98963,                0.77266,                0.94276,                0.35271,                0.96305,              0.0076438,              0.0076438,              0.0076438
                    122,                 0.8242,                0.37176,                0.92726,                0.97548,                0.98448,                0.98956,                0.77429,                0.93658,                0.35069,                0.95976,               0.007624,               0.007624,               0.007624
                    123,                0.82884,                0.37194,                 0.9251,                0.97133,                0.99288,                 0.9887,                0.77018,                0.93735,                0.35433,                0.95549,              0.0076042,              0.0076042,              0.0076042
                    124,                0.83547,                0.37488,                0.93016,                0.97613,                0.98254,                0.98857,                0.76506,                0.94767,                0.35703,                0.96558,              0.0075844,              0.0075844,              0.0075844
                    125,                0.82596,                0.36767,                 0.9283,                  0.977,                0.98448,                0.98871,                0.76965,                0.95027,                0.35621,                0.96505,              0.0075646,              0.0075646,              0.0075646
                    126,                0.82293,                0.36654,                0.93433,                0.97818,                0.98604,                0.98841,                0.76982,                0.94058,                0.35477,                0.96201,              0.0075448,              0.0075448,              0.0075448
