                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                 1.0062,                0.40569,                0.97196,                0.96579,                0.98501,                0.98774,                0.70687,                 1.0888,                0.88856,                0.98302,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.0022,                0.40881,                0.96719,                0.96898,                0.98369,                0.98863,                0.70257,                 1.0919,                0.80071,                0.97912,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.0058,                0.40804,                0.96586,                0.97221,                0.98242,                0.98866,                0.70525,                 1.0917,                0.76361,                0.98587,              0.0068716,              0.0068716,              0.0068716
                    161,                 1.0134,                0.40769,                0.97934,                0.97544,                0.98298,                0.98948,                0.70777,                 1.0809,                0.81129,                0.98828,              0.0068518,              0.0068518,              0.0068518
                    162,                0.99283,                0.40793,                 0.9731,                 0.9756,                0.98703,                0.98876,                0.71208,                 1.0882,                0.83001,                0.98694,               0.006832,               0.006832,               0.006832
                    163,                   1.01,                0.40841,                 0.9756,                0.96941,                0.98809,                0.98799,                0.70744,                 1.0904,                0.75164,                0.98389,              0.0068122,              0.0068122,              0.0068122
                    164,                0.99098,                0.40311,                0.97297,                0.97197,                0.98298,                0.98908,                0.70835,                 1.0802,                0.83193,                0.98844,              0.0067924,              0.0067924,              0.0067924
                    165,                 0.9901,                0.40001,                 0.9719,                0.97304,                0.98275,                0.98892,                0.70529,                 1.1053,                 0.6967,                0.99142,              0.0067726,              0.0067726,              0.0067726
                    166,                0.99572,                0.40627,                0.96115,                0.96992,                0.98383,                0.98784,                0.70926,                 1.0894,                 0.8334,                0.98199,              0.0067528,              0.0067528,              0.0067528
                    167,                0.98894,                0.39982,                0.96068,                0.97301,                0.98167,                0.98858,                0.70955,                 1.0807,                0.83543,                0.97857,               0.006733,               0.006733,               0.006733
                    168,                 1.0006,                0.40095,                0.97533,                0.96964,                0.97846,                0.98786,                0.70892,                 1.0737,                0.91529,                0.98048,              0.0067132,              0.0067132,              0.0067132
                    169,                0.98922,                0.39792,                0.96479,                0.97131,                0.97975,                0.98826,                0.70894,                 1.0831,                0.81879,                0.97763,              0.0066934,              0.0066934,              0.0066934
                    170,                0.98802,                0.39883,                0.95402,                0.96828,                0.98711,                0.98823,                0.71271,                 1.0784,                0.92456,                0.96855,              0.0066736,              0.0066736,              0.0066736
                    171,                0.99277,                0.40333,                0.96624,                0.97699,                0.98383,                0.98901,                0.70803,                 1.0887,                0.85212,                 0.9742,              0.0066538,              0.0066538,              0.0066538
                    172,                0.99121,                0.40024,                0.97154,                0.97299,                0.98109,                0.98887,                0.70721,                   1.09,                0.82085,                0.98342,               0.006634,               0.006634,               0.006634
                    173,                0.98306,                0.40339,                0.96726,                0.97331,                0.98723,                0.98829,                0.70676,                 1.0907,                0.81394,                0.99433,              0.0066142,              0.0066142,              0.0066142
                    174,                0.97651,                0.39464,                 0.9685,                0.97449,                0.98128,                0.98805,                0.71255,                 1.0908,                0.84063,                0.98803,              0.0065944,              0.0065944,              0.0065944
                    175,                0.98498,                0.39611,                0.96262,                0.97667,                0.97702,                0.98788,                0.70706,                 1.0926,                0.83181,                0.97506,              0.0065746,              0.0065746,              0.0065746
                    176,                0.98224,                 0.3982,                0.96726,                0.97548,                0.98196,                0.98916,                0.71428,                 1.0795,                0.74324,                0.97975,              0.0065548,              0.0065548,              0.0065548
                    177,                0.96187,                0.39309,                0.96042,                0.97225,                0.98402,                0.98849,                0.71185,                 1.0894,                 0.7325,                0.99234,               0.006535,               0.006535,               0.006535
                    178,                0.97178,                0.39428,                0.96209,                0.97545,                 0.9807,                 0.9883,                0.70988,                 1.1006,                0.80227,                0.98869,              0.0065152,              0.0065152,              0.0065152
                    179,                0.98007,                0.40211,                0.96518,                0.97303,                 0.9826,                 0.9885,                0.70626,                 1.0956,                0.81066,                 0.9857,              0.0064954,              0.0064954,              0.0064954
                    180,                0.98752,                0.39977,                0.96289,                0.97306,                0.98354,                0.98944,                0.70711,                 1.0989,                0.88084,                0.97789,              0.0064756,              0.0064756,              0.0064756
                    181,                0.97776,                0.39478,                0.96472,                0.97285,                0.98383,                0.98865,                0.70611,                 1.0974,                0.89027,                0.98445,              0.0064558,              0.0064558,              0.0064558
                    182,                0.99358,                0.39941,                0.96825,                0.97215,                0.98019,                0.98854,                0.70214,                  1.097,                0.73512,                0.99196,               0.006436,               0.006436,               0.006436
                    183,                0.97366,                0.39627,                0.96674,                0.96975,                0.98227,                0.98861,                0.71179,                 1.0852,                0.69718,                0.98447,              0.0064162,              0.0064162,              0.0064162
                    184,                 0.9847,                0.39821,                0.96335,                0.97325,                0.98383,                0.98852,                0.71263,                 1.0815,                0.80874,                0.99068,              0.0063964,              0.0063964,              0.0063964
                    185,                0.97144,                0.39648,                0.96424,                0.97419,                0.98383,                0.98871,                0.71033,                 1.0938,                0.79348,                0.99603,              0.0063766,              0.0063766,              0.0063766
                    186,                0.97641,                0.39525,                0.96523,                0.97382,                0.98124,                0.98717,                0.70563,                 1.0962,                0.87568,                0.98235,              0.0063568,              0.0063568,              0.0063568
                    187,                0.97495,                0.39548,                0.95812,                0.97313,                0.97617,                0.98813,                0.70496,                 1.0979,                0.84206,                0.97923,               0.006337,               0.006337,               0.006337
                    188,                0.96055,                0.39198,                0.95591,                0.97541,                0.97916,                0.98829,                0.70603,                 1.0934,                0.82056,                0.98111,              0.0063172,              0.0063172,              0.0063172
                    189,                0.96252,                0.38966,                 0.9592,                0.96388,                0.98723,                0.98666,                0.70456,                 1.0994,                0.76293,                0.98797,              0.0062974,              0.0062974,              0.0062974
                    190,                0.97082,                0.39072,                0.96716,                0.97461,                0.97996,                0.98762,                0.70864,                 1.0922,                0.75081,                0.99309,              0.0062776,              0.0062776,              0.0062776
                    191,                0.97811,                0.39467,                0.96742,                0.97202,                0.98213,                0.98631,                0.70521,                 1.0999,                0.70473,                0.99275,              0.0062578,              0.0062578,              0.0062578
                    192,                0.95346,                0.38906,                0.95112,                0.97148,                0.98557,                0.98737,                0.71016,                 1.0982,                0.83564,                 0.9821,               0.006238,               0.006238,               0.006238
                    193,                 0.9646,                0.39208,                0.96149,                0.97224,                0.98345,                0.98912,                0.70542,                 1.0934,                0.78107,                0.98348,              0.0062182,              0.0062182,              0.0062182
                    194,                0.97124,                0.39481,                0.96245,                0.97299,                0.98108,                0.98683,                0.70639,                 1.0985,                0.80721,                0.99289,              0.0061984,              0.0061984,              0.0061984
                    195,                0.96967,                0.39097,                0.96428,                0.97552,                0.98343,                0.98798,                0.70797,                 1.0971,                0.85445,                0.98717,              0.0061786,              0.0061786,              0.0061786
                    196,                0.96516,                0.39009,                0.96085,                0.97629,                0.98128,                0.98945,                0.70421,                 1.1012,                0.78294,                0.99408,              0.0061588,              0.0061588,              0.0061588
                    197,                0.95583,                0.38667,                0.95719,                0.97911,                0.98383,                0.98876,                0.70563,                 1.1099,                0.84379,                 1.0047,               0.006139,               0.006139,               0.006139
                    198,                0.97437,                0.39257,                0.96442,                0.97473,                0.98501,                0.98909,                0.70763,                 1.1027,                0.81175,                0.99389,              0.0061192,              0.0061192,              0.0061192
                    199,                0.96554,                0.38794,                0.96404,                0.96978,                0.98335,                0.98786,                0.70848,                 1.1008,                 0.8318,                0.99275,              0.0060994,              0.0060994,              0.0060994
                    200,                0.96122,                0.39295,                0.96961,                0.96909,                0.98894,                0.98954,                0.71141,                 1.0956,                0.78731,                0.99848,              0.0060796,              0.0060796,              0.0060796
                    201,                0.96407,                0.38793,                0.96693,                0.97391,                0.98504,                0.98846,                0.70709,                 1.1033,                0.88323,                0.99747,              0.0060598,              0.0060598,              0.0060598
                    202,                0.96084,                0.38735,                0.96247,                 0.9714,                0.98213,                0.98884,                0.70829,                 1.1054,                 0.8776,                0.99081,                0.00604,                0.00604,                0.00604
                    203,                0.95864,                0.38888,                0.95789,                0.97285,                0.98128,                0.98872,                0.70523,                 1.1056,                0.83539,                 0.9905,              0.0060202,              0.0060202,              0.0060202
                    204,                0.93816,                0.37963,                0.95913,                0.97394,                0.98043,                0.98922,                0.70466,                 1.1099,                0.87896,                 1.0023,              0.0060004,              0.0060004,              0.0060004
                    205,                0.94182,                 0.3867,                0.95818,                0.97296,                0.97991,                0.98771,                0.70336,                  1.112,                0.82894,                 1.0026,              0.0059806,              0.0059806,              0.0059806
                    206,                0.94319,                0.38569,                0.95727,                0.97137,                0.98193,                0.98816,                0.71024,                 1.0963,                0.93051,                0.99506,              0.0059608,              0.0059608,              0.0059608
                    207,                0.95146,                0.38827,                0.95693,                0.96505,                0.98553,                0.98782,                0.70752,                 1.1038,                0.84824,                0.99342,               0.005941,               0.005941,               0.005941
                    208,                0.95332,                0.39064,                0.95372,                0.97378,                0.98553,                0.98881,                0.71089,                 1.1038,                0.85344,                0.99129,              0.0059212,              0.0059212,              0.0059212
                    209,                0.94336,                0.38483,                0.95511,                0.97312,                0.98598,                0.98813,                0.70166,                 1.1101,                0.87383,                0.99709,              0.0059014,              0.0059014,              0.0059014
                    210,                0.94037,                0.38094,                0.95157,                0.97534,                0.98383,                 0.9888,                0.70968,                 1.1034,                0.85241,                 0.9936,              0.0058816,              0.0058816,              0.0058816
                    211,                0.95102,                0.38837,                0.95161,                0.97311,                0.98552,                0.98801,                0.70615,                  1.112,                0.86801,                0.99637,              0.0058618,              0.0058618,              0.0058618
                    212,                 0.9327,                0.37663,                0.95053,                0.96978,                0.98638,                 0.9868,                0.70423,                 1.1054,                0.89588,                0.99753,               0.005842,               0.005842,               0.005842
                    213,                0.94243,                0.38412,                0.95303,                0.97153,                0.98383,                 0.9875,                0.70607,                 1.0993,                0.92664,                0.99115,              0.0058222,              0.0058222,              0.0058222
                    214,                0.93946,                0.38215,                 0.9494,                0.97049,                0.98128,                0.98709,                0.70532,                 1.1043,                0.91029,                0.98897,              0.0058024,              0.0058024,              0.0058024
                    215,                0.94049,                0.38577,                0.95602,                0.97345,                0.98894,                0.98715,                0.70418,                 1.1105,                0.87778,                0.99293,              0.0057826,              0.0057826,              0.0057826
                    216,                0.94137,                0.38111,                0.94806,                0.97067,                0.98594,                0.98732,                0.70801,                 1.1126,                0.87247,                 0.9886,              0.0057628,              0.0057628,              0.0057628
                    217,                0.94689,                0.38089,                0.95193,                0.96753,                0.98889,                0.98863,                0.70803,                 1.1087,                0.84125,                 0.9911,               0.005743,               0.005743,               0.005743
                    218,                0.94164,                 0.3839,                0.94936,                0.97209,                0.97806,                0.98915,                0.70489,                 1.1152,                0.67958,                0.99549,              0.0057232,              0.0057232,              0.0057232
                    219,                0.94624,                0.38593,                0.95665,                0.97302,                0.98213,                0.98848,                0.70467,                 1.1101,                0.72935,                0.99564,              0.0057034,              0.0057034,              0.0057034
                    220,                0.92699,                0.37752,                0.95285,                0.96827,                0.98675,                0.98888,                0.70135,                  1.108,                  0.625,                0.99801,              0.0056836,              0.0056836,              0.0056836
                    221,                0.93115,                0.37424,                0.95661,                0.96988,                0.98645,                0.98803,                0.70646,                  1.104,                0.66419,                 1.0004,              0.0056638,              0.0056638,              0.0056638
                    222,                0.92188,                0.37718,                0.95735,                0.97051,                0.98468,                0.98954,                0.70702,                 1.1079,                0.63463,                 1.0025,               0.005644,               0.005644,               0.005644
                    223,                0.91914,                0.37646,                0.95114,                0.97711,                0.98086,                0.98879,                0.70004,                 1.1257,                0.65945,                  1.012,              0.0056242,              0.0056242,              0.0056242
                    224,                0.93165,                0.37525,                0.94803,                0.97476,                0.98213,                0.98878,                0.70538,                 1.1202,                0.69615,                 1.0054,              0.0056044,              0.0056044,              0.0056044
                    225,                0.94959,                0.37829,                0.95698,                 0.9704,                0.98553,                0.98836,                0.70259,                 1.1248,                0.75837,                 1.0032,              0.0055846,              0.0055846,              0.0055846
                    226,                0.92704,                0.37908,                0.94987,                0.97009,                0.98213,                0.98842,                0.70039,                 1.1288,                 0.7198,                 1.0039,              0.0055648,              0.0055648,              0.0055648
