                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                  1.155,                0.54457,                 1.0193,                0.97281,                0.98043,                0.98709,                0.66532,                  1.114,                0.82693,                0.99529,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.1312,                0.53248,                 1.0074,                0.97728,                0.97872,                0.98866,                0.65761,                 1.1023,                0.70874,                0.98713,               0.009703,               0.009703,               0.009703
                     18,                 1.1217,                0.52109,                 1.0127,                0.97128,                0.98043,                0.98959,                0.68393,                 1.0897,                 0.8433,                0.98859,              0.0096832,              0.0096832,              0.0096832
                     19,                 1.1299,                 0.5217,                 1.0099,                0.97687,                0.97053,                0.99005,                0.67335,                 1.0856,                  0.731,                0.98038,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.1275,                0.51612,                 1.0065,                0.97327,                0.97787,                0.98855,                0.68898,                 1.1055,                0.80272,                0.99293,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.1394,                0.51685,                 1.0172,                0.96397,                0.97914,                0.98737,                0.67507,                 1.1137,                0.84267,                0.99726,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.1362,                0.51683,                 1.0127,                0.97391,                0.98501,                0.98774,                0.68543,                 1.1008,                0.84733,                0.99515,               0.009604,               0.009604,               0.009604
                     23,                 1.1137,                0.51424,                 1.0141,                0.96731,                0.98227,                0.98817,                0.67452,                  1.086,                0.80847,                0.98471,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.1203,                0.50508,                 1.0114,                0.96943,                0.97277,                0.98771,                0.68187,                 1.0811,                0.72084,                0.98763,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.1304,                0.51758,                 1.0188,                 0.9713,                0.97919,                0.98842,                0.69545,                 1.0916,                0.75509,                0.98737,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.1213,                0.50247,                 1.0104,                0.97259,                0.98298,                0.98803,                0.69231,                 1.0778,                0.78552,                0.97943,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.1063,                0.49712,                 1.0013,                0.98041,                0.97948,                0.98984,                0.68181,                 1.0911,                 0.8763,                0.99195,               0.009505,               0.009505,               0.009505
                     28,                  1.122,                0.50192,                 1.0078,                0.97275,                0.98213,                0.98762,                 0.6764,                 1.1123,                0.81229,                 1.0028,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.1297,                0.50147,                 1.0064,                 0.9719,                0.98468,                0.98914,                0.69082,                 1.0806,                 0.8571,                 0.9853,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.1199,                0.49985,                 1.0065,                0.96374,                0.98894,                0.98833,                0.69081,                 1.0723,                0.79734,                0.97953,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.1255,                0.49948,                 1.0069,                0.97035,                0.98638,                0.98705,                0.69645,                 1.0828,                0.81062,                0.98376,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.1134,                0.49228,                 1.0079,                0.96423,                0.98649,                0.98744,                0.69381,                 1.0839,                0.73679,                0.98842,               0.009406,               0.009406,               0.009406
                     33,                 1.1175,                0.49156,                 1.0072,                0.97477,                0.97872,                0.98773,                0.69034,                 1.0823,                0.75826,                0.98677,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.1113,                0.48882,                 1.0075,                0.97634,                0.98332,                0.98885,                0.69999,                 1.0781,                0.84805,                0.98152,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.1029,                0.48405,                 1.0018,                0.97547,                0.98131,                0.98805,                0.69863,                 1.0795,                0.76897,                0.98493,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.0922,                0.48695,                 1.0097,                 0.9717,                0.98213,                0.98649,                0.69192,                 1.0779,                0.80679,                0.98742,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.1239,                0.48888,                 1.0159,                0.97261,                0.98809,                0.98894,                0.68478,                  1.079,                0.71093,                0.98678,               0.009307,               0.009307,               0.009307
                     38,                 1.1019,                0.47754,                  1.009,                0.96347,                0.98773,                0.98825,                0.68149,                 1.0895,                0.82936,                0.99752,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.1121,                0.48494,                 1.0071,                0.97387,                0.98638,                0.98838,                0.69758,                 1.0776,                0.77098,                 0.9755,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.1073,                0.48403,                 1.0109,                0.97773,                0.98043,                0.98894,                0.67893,                 1.0954,                0.78199,                 1.0024,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1056,                0.48245,                 1.0091,                0.97738,                0.98809,                0.98856,                0.69156,                 1.0859,                0.79186,                0.98972,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.0999,                0.47313,                 1.0142,                0.97509,                0.98213,                0.98821,                0.69236,                  1.084,                0.78788,                0.99083,               0.009208,               0.009208,               0.009208
                     43,                 1.0959,                0.47927,                 1.0032,                0.97148,                 0.9858,                0.98626,                0.67957,                 1.0901,                0.78416,                0.98778,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.0814,                0.47045,                 1.0041,                0.97476,                0.98603,                0.98843,                0.69725,                 1.0767,                0.84483,                0.98768,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.1089,                0.47828,                 1.0111,                0.97388,                0.98385,                0.98827,                 0.6916,                 1.0715,                 0.7433,                0.98709,              0.0091486,              0.0091486,              0.0091486
                     46,                  1.104,                0.47993,                 1.0056,                0.97227,                0.98472,                0.98847,                0.70634,                 1.0786,                0.79992,                0.98833,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.0766,                0.46573,                0.99609,                0.97359,                0.98298,                0.98724,                0.69304,                 1.0811,                0.77587,                 0.9914,               0.009109,               0.009109,               0.009109
                     48,                 1.1023,                0.47135,                 1.0048,                0.96821,                0.98505,                0.98695,                0.68265,                 1.0868,                0.78269,                0.98674,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.1046,                0.47571,                 1.0024,                0.97466,                0.98468,                0.98816,                0.70229,                 1.0782,                0.87312,                0.97652,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.1021,                0.47828,                 1.0019,                0.97644,                0.98468,                0.98992,                0.70413,                 1.0755,                0.69791,                 0.9838,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.0949,                0.47087,                 1.0057,                0.96904,                0.98561,                0.98943,                0.68967,                 1.0863,                0.76044,                0.99584,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.0929,                0.47136,                 1.0032,                0.97477,                0.98631,                0.98834,                0.69942,                 1.0864,                0.74061,                0.99406,                0.00901,                0.00901,                0.00901
                     53,                 1.0922,                0.46765,                  1.004,                0.96338,                0.98501,                0.98581,                0.70078,                 1.0706,                 0.8312,                0.97906,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1088,                0.47541,                  1.005,                 0.9737,                0.98553,                0.98937,                0.69846,                   1.08,                0.76398,                0.98248,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.0788,                0.46477,                 1.0008,                 0.9723,                0.98591,                0.98657,                0.70468,                  1.092,                 0.7661,                0.99548,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.0803,                0.46947,                0.99738,                0.97552,                0.98348,                0.98917,                 0.6964,                 1.0799,                0.83033,                0.99472,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.0941,                0.46547,                 1.0069,                0.97552,                0.98336,                0.98875,                0.70856,                 1.0724,                0.80127,                0.98398,               0.008911,               0.008911,               0.008911
                     58,                 1.0669,                0.45607,                 1.0026,                 0.9731,                0.98532,                0.98823,                0.70332,                 1.0893,                0.81299,                0.99445,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.0956,                0.46811,                 1.0102,                 0.9699,                 0.9873,                0.98857,                 0.6885,                 1.0847,                0.73543,                0.98632,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.0811,                0.45754,                0.99209,                0.97008,                0.98553,                0.98743,                0.70408,                 1.0933,                0.82285,                0.98995,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.0944,                0.46344,                 1.0016,                0.96992,                0.98795,                0.98858,                0.70321,                 1.0918,                0.84204,                0.99049,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.0963,                 0.4634,                 1.0082,                0.97806,                0.98128,                0.98919,                0.70469,                 1.0746,                0.75039,                 0.9895,               0.008812,               0.008812,               0.008812
                     63,                   1.06,                0.45579,                0.98738,                 0.9716,                0.98128,                0.98746,                0.70195,                 1.0743,                0.85959,                0.98595,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.0684,                0.45438,                0.99293,                0.97415,                0.98213,                0.98846,                0.69972,                 1.0716,                0.85122,                0.98253,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.0878,                0.46469,                 1.0052,                0.96984,                0.98534,                0.98698,                0.68719,                 1.0752,                0.80897,                0.98115,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.0983,                0.46573,                0.99813,                0.97301,                0.98168,                 0.9883,                0.71103,                 1.0644,                 0.6492,                0.97446,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.0768,                0.46688,                0.99239,                0.97471,                0.98401,                0.98891,                0.70566,                 1.0816,                0.76386,                0.98893,               0.008713,               0.008713,               0.008713
                     68,                 1.0795,                0.45847,                0.99985,                0.96907,                0.98663,                0.98844,                0.70679,                 1.0807,                 0.7252,                0.98704,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.0881,                0.45632,                 1.0018,                0.97091,                0.98723,                0.98823,                0.70937,                 1.0779,                0.79178,                0.98665,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.0818,                0.46153,                0.99607,                0.97378,                0.98638,                0.98917,                0.70862,                 1.0732,                0.76088,                0.98616,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.0853,                0.45918,                0.99946,                0.96715,                0.98809,                0.98872,                0.70074,                 1.0918,                0.68102,                0.99446,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.0749,                0.44886,                 1.0074,                0.97068,                0.98614,                0.98551,                0.69572,                 1.0966,                0.81349,                 1.0038,               0.008614,               0.008614,               0.008614
                     73,                 1.0719,                0.45393,                  1.006,                0.98046,                0.98217,                0.98942,                0.69506,                 1.0798,                0.72567,                0.99003,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.0825,                0.45439,                0.99823,                0.97298,                0.98056,                0.98732,                0.70363,                 1.0744,                0.82483,                 0.9765,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.0732,                0.44906,                 1.0011,                0.97855,                0.98723,                0.98851,                0.70816,                 1.0763,                0.76934,                0.99054,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.0662,                0.44477,                0.99725,                0.97227,                0.98298,                0.98946,                 0.7107,                 1.0673,                0.73654,                0.97787,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.0662,                0.44472,                0.99499,                0.97238,                0.98553,                0.98897,                0.68954,                 1.0736,                0.74837,                0.99098,               0.008515,               0.008515,               0.008515
                     78,                 1.0485,                0.43947,                0.99449,                 0.9725,                0.98979,                 0.9887,                 0.7045,                 1.0823,                0.69602,                0.98695,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.0858,                0.45731,                0.99215,                0.97724,                0.98642,                0.98742,                0.69592,                 1.0782,                0.76185,                0.98323,              0.0084754,              0.0084754,              0.0084754
                     80,                  1.062,                 0.4483,                0.99178,                0.97176,                0.99149,                0.98823,                0.71034,                 1.0735,                0.85622,                0.98294,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.0686,                0.44751,                0.98914,                0.97432,                0.98638,                0.98919,                0.70607,                 1.0672,                0.81211,                0.98764,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.0698,                0.45197,                 1.0014,                0.97076,                0.98882,                0.98757,                0.69893,                 1.0903,                0.84166,                 1.0059,               0.008416,               0.008416,               0.008416
                     83,                   1.06,                0.44537,                0.99781,                0.97569,                0.99039,                0.98937,                0.70731,                 1.0872,                0.82086,                0.99672,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.0725,                0.44679,                 1.0022,                0.97399,                0.98811,                0.98888,                0.70813,                 1.0736,                0.73656,                0.99673,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.0689,                0.45163,                0.99567,                0.97862,                0.99064,                0.98888,                0.70694,                  1.072,                 0.7212,                0.98605,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.0652,                0.44549,                0.99495,                 0.9764,                0.98723,                0.98787,                 0.7039,                 1.0872,                0.84555,                0.98966,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.0528,                 0.4393,                0.99608,                0.97392,                0.98507,                0.98795,                0.70501,                 1.0792,                0.84215,                0.99665,               0.008317,               0.008317,               0.008317
                     88,                 1.0761,                0.44562,                 1.0073,                0.96982,                0.98451,                0.98732,                0.70353,                 1.0765,                0.80076,                0.99049,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.0509,                0.44039,                0.99191,                 0.9747,                0.98367,                 0.9883,                0.70179,                 1.0799,                0.78539,                0.98768,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.0672,                0.44032,                0.99111,                0.97349,                0.98298,                 0.9887,                0.71117,                 1.0755,                0.72091,                0.98175,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.0608,                 0.4413,                0.99049,                0.97181,                0.98043,                0.98716,                0.69842,                 1.0853,                0.76937,                0.98676,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.0537,                 0.4367,                0.99098,                0.97654,                0.99201,                0.98901,                0.70752,                 1.0731,                0.85755,                0.98813,               0.008218,               0.008218,               0.008218
                     93,                  1.042,                0.43092,                0.98923,                0.98198,                0.98383,                 0.9886,                0.70469,                 1.0809,                0.80663,                0.98429,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.0687,                0.44155,                0.99031,                0.98039,                0.97881,                 0.9886,                0.71042,                 1.0796,                0.76669,                0.98551,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.0546,                0.43892,                0.99368,                0.97545,                0.98078,                0.98861,                0.71042,                 1.0796,                0.76032,                0.98594,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.0589,                0.43935,                0.98649,                 0.9665,                0.98809,                0.98828,                0.70048,                 1.0744,                0.84632,                0.98966,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.0361,                0.43648,                0.98746,                0.97277,                0.98809,                0.98716,                0.70285,                 1.0748,                0.82309,                0.98357,               0.008119,               0.008119,               0.008119
                     98,                 1.0644,                0.44071,                0.98838,                0.97703,                0.98553,                0.98802,                0.70586,                 1.0792,                0.85017,                0.98388,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.0449,                0.43591,                0.99101,                0.96616,                0.98723,                0.98924,                0.70551,                 1.0837,                0.78282,                0.98688,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.0543,                0.43949,                0.99311,                0.98053,                0.98596,                0.98952,                0.70599,                 1.0762,                 0.7779,                0.99042,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.0579,                0.43504,                0.99709,                0.97296,                0.98213,                0.98929,                0.70207,                 1.0743,                0.78943,                0.98403,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.0434,                0.43487,                0.98683,                0.97167,                0.98638,                0.98865,                0.69755,                 1.0763,                0.86722,                0.98185,                0.00802,                0.00802,                0.00802
                    103,                 1.0507,                0.43388,                0.98257,                0.97301,                0.98189,                0.98762,                 0.7128,                 1.0667,                0.80571,                  0.982,              0.0080002,              0.0080002,              0.0080002
                    104,                 1.0511,                0.43708,                0.99456,                0.97553,                0.98405,                0.98914,                0.70553,                 1.0763,                0.78711,                0.99356,              0.0079804,              0.0079804,              0.0079804
                    105,                 1.0332,                0.43222,                0.99136,                0.97009,                0.98553,                0.98814,                0.70039,                 1.0806,                0.88073,                0.99988,              0.0079606,              0.0079606,              0.0079606
                    106,                  1.043,                0.43124,                0.98902,                0.96807,                0.98044,                0.98831,                0.70656,                 1.0883,                0.74597,                0.99546,              0.0079408,              0.0079408,              0.0079408
                    107,                 1.0627,                0.43876,                0.98412,                0.97485,                0.98947,                0.98914,                0.70385,                 1.0834,                0.79089,                0.98709,               0.007921,               0.007921,               0.007921
                    108,                 1.0541,                0.43375,                0.98678,                0.97142,                0.98638,                0.98867,                0.70406,                 1.0734,                 0.8544,                0.97547,              0.0079012,              0.0079012,              0.0079012
                    109,                 1.0372,                0.43043,                0.97366,                0.96573,                0.98128,                0.98873,                 0.7076,                 1.0761,                0.81352,                0.96298,              0.0078814,              0.0078814,              0.0078814
                    110,                 1.0476,                0.43547,                0.97987,                0.97369,                0.98468,                0.98856,                0.69776,                 1.0815,                0.73501,                0.96894,              0.0078616,              0.0078616,              0.0078616
                    111,                 1.0342,                0.42275,                0.98173,                0.97238,                0.98553,                0.98753,                0.71183,                 1.0812,                0.82301,                0.98869,              0.0078418,              0.0078418,              0.0078418
                    112,                 1.0349,                0.42926,                0.98141,                0.97455,                0.98723,                0.98953,                0.71155,                 1.0733,                0.83944,                0.97778,               0.007822,               0.007822,               0.007822
                    113,                 1.0314,                0.42306,                0.98174,                0.97234,                 0.9871,                 0.9887,                  0.707,                 1.0714,                0.83249,                0.97213,              0.0078022,              0.0078022,              0.0078022
                    114,                 1.0399,                0.42611,                0.97828,                0.96709,                0.98979,                0.98898,                0.70783,                 1.0682,                0.77922,                0.97015,              0.0077824,              0.0077824,              0.0077824
                    115,                 1.0442,                0.42463,                0.98178,                0.97874,                0.97934,                0.98856,                0.71193,                 1.0724,                0.88516,                0.97059,              0.0077626,              0.0077626,              0.0077626
                    116,                 1.0354,                0.42634,                0.99044,                0.96972,                0.98809,                0.98867,                0.69071,                 1.0905,                0.86979,                0.98322,              0.0077428,              0.0077428,              0.0077428
                    117,                 1.0328,                0.42185,                0.98029,                0.97011,                0.98553,                0.98803,                0.70706,                 1.0812,                0.86293,                0.97362,               0.007723,               0.007723,               0.007723
                    118,                 1.0549,                0.42998,                0.98566,                0.97466,                0.98192,                0.98752,                0.70559,                 1.0835,                0.81498,                0.97824,              0.0077032,              0.0077032,              0.0077032
                    119,                   1.03,                0.42102,                0.98508,                0.97613,                0.97787,                0.98953,                0.71123,                 1.0805,                0.52702,                0.98029,              0.0076834,              0.0076834,              0.0076834
                    120,                 1.0527,                0.43132,                0.99187,                0.98083,                0.98298,                 0.9888,                0.70898,                 1.0779,                0.78402,                0.98774,              0.0076636,              0.0076636,              0.0076636
                    121,                 1.0285,                0.42523,                0.97989,                 0.9689,                0.98638,                0.98843,                 0.7058,                 1.0901,                0.78988,                0.98911,              0.0076438,              0.0076438,              0.0076438
                    122,                  1.037,                0.42903,                0.98653,                0.96976,                0.98245,                0.98814,                0.70869,                 1.0773,                0.67559,                 0.9798,               0.007624,               0.007624,               0.007624
                    123,                 1.0409,                0.43203,                0.97923,                0.97354,                0.98213,                0.98787,                 0.7101,                 1.0833,                0.84919,                0.98313,              0.0076042,              0.0076042,              0.0076042
                    124,                 1.0334,                0.43002,                0.98517,                0.96752,                 0.9886,                 0.9892,                0.70887,                 1.0816,                0.82205,                0.99106,              0.0075844,              0.0075844,              0.0075844
                    125,                 1.0323,                0.42759,                0.97756,                0.97641,                0.98649,                0.98878,                0.70638,                 1.0828,                0.85243,                0.98152,              0.0075646,              0.0075646,              0.0075646
                    126,                 1.0235,                0.42136,                0.97637,                0.97393,                0.98566,                0.98763,                0.70717,                 1.0708,                0.73097,                0.97354,              0.0075448,              0.0075448,              0.0075448
                    127,                 1.0246,                0.41768,                0.97788,                0.97426,                0.98128,                0.98869,                0.70979,                 1.0829,                0.84154,                0.98678,               0.007525,               0.007525,               0.007525
                    128,                 1.0267,                0.42299,                0.97813,                0.97308,                0.98451,                0.98832,                0.70399,                 1.0775,                0.82381,                0.98976,              0.0075052,              0.0075052,              0.0075052
                    129,                 1.0101,                0.41638,                0.97227,                0.97351,                0.97957,                0.98809,                0.70472,                 1.0826,                0.78073,                 0.9794,              0.0074854,              0.0074854,              0.0074854
                    130,                  1.042,                0.42677,                0.98402,                0.97032,                0.98468,                0.98754,                0.70143,                 1.0847,                0.77904,                0.98088,              0.0074656,              0.0074656,              0.0074656
                    131,                 1.0206,                0.41743,                0.97813,                0.97226,                0.98428,                0.98905,                0.70776,                 1.0771,                0.84128,                0.97896,              0.0074458,              0.0074458,              0.0074458
                    132,                 1.0282,                0.42121,                0.98196,                0.96736,                0.98384,                0.98769,                0.70992,                 1.0865,                0.83658,                0.99137,               0.007426,               0.007426,               0.007426
                    133,                 1.0188,                0.42151,                0.97742,                0.97555,                0.98496,                0.98826,                0.70323,                 1.0788,                0.80991,                0.98734,              0.0074062,              0.0074062,              0.0074062
                    134,                 1.0245,                0.41611,                0.97038,                0.97392,                0.98542,                0.98875,                0.70921,                 1.0746,                0.90079,                0.96877,              0.0073864,              0.0073864,              0.0073864
                    135,                 1.0193,                0.41253,                0.97127,                0.96957,                0.98894,                 0.9904,                0.70949,                 1.0842,                0.79878,                 0.9773,              0.0073666,              0.0073666,              0.0073666
                    136,                 1.0233,                0.41797,                0.96897,                0.97175,                0.98553,                0.98782,                0.70853,                 1.0779,                0.84311,                0.97107,              0.0073468,              0.0073468,              0.0073468
                    137,                 1.0116,                0.41703,                0.97614,                0.97544,                0.98039,                0.98846,                0.71305,                 1.0759,                0.86047,                0.98236,               0.007327,               0.007327,               0.007327
                    138,                 1.0353,                0.42047,                0.97741,                0.97457,                0.98213,                0.98898,                0.71237,                  1.083,                0.74295,                0.97295,              0.0073072,              0.0073072,              0.0073072
                    139,                 1.0416,                0.42725,                0.98156,                0.96903,                0.98513,                0.98854,                0.70567,                 1.0883,                0.84159,                0.98434,              0.0072874,              0.0072874,              0.0072874
                    140,                 1.0081,                0.40913,                0.97183,                0.96924,                0.98383,                0.98826,                0.68919,                  1.088,                0.92796,                0.98597,              0.0072676,              0.0072676,              0.0072676
                    141,                 1.0192,                0.41938,                0.97199,                0.97048,                0.97924,                 0.9888,                0.69305,                 1.0965,                0.81806,                0.97819,              0.0072478,              0.0072478,              0.0072478
                    142,                 1.0076,                0.41011,                0.97211,                0.97229,                 0.9856,                0.98837,                0.70169,                 1.1051,                 0.7848,                  1.002,               0.007228,               0.007228,               0.007228
                    143,                 1.0082,                0.40882,                0.97075,                0.96362,                0.98894,                0.98688,                0.70714,                 1.0784,                0.78234,                0.98684,              0.0072082,              0.0072082,              0.0072082
                    144,                0.99341,                0.40579,                0.97361,                0.97716,                0.98288,                0.98938,                0.70585,                 1.0786,                0.82408,                0.98178,              0.0071884,              0.0071884,              0.0071884
                    145,                 1.0249,                0.41715,                0.98438,                0.97655,                0.98298,                 0.9889,                0.70765,                 1.0849,                0.88306,                0.98252,              0.0071686,              0.0071686,              0.0071686
                    146,                 1.0025,                0.40892,                0.97022,                0.97787,                0.97781,                0.98967,                0.71367,                 1.0809,                0.74107,                0.98053,              0.0071488,              0.0071488,              0.0071488
                    147,                0.99729,                0.40748,                0.96688,                0.97236,                0.98383,                0.98924,                0.71243,                 1.0774,                0.80333,                0.98267,               0.007129,               0.007129,               0.007129
                    148,                 1.0136,                0.41252,                0.96769,                0.97303,                 0.9824,                0.98757,                0.70809,                 1.0827,                0.81543,                0.96907,              0.0071092,              0.0071092,              0.0071092
                    149,                 1.0131,                0.41814,                0.96869,                 0.9771,                0.98027,                0.98852,                0.71242,                 1.0754,                0.81446,                0.97128,              0.0070894,              0.0070894,              0.0070894
                    150,                 1.0006,                0.40803,                0.97464,                0.97508,                0.98468,                 0.9889,                0.71415,                 1.0817,                0.73102,                0.98213,              0.0070696,              0.0070696,              0.0070696
                    151,                0.99418,                0.40808,                0.96724,                0.97411,                0.98298,                0.98845,                0.70309,                 1.0788,                0.89233,                 0.9741,              0.0070498,              0.0070498,              0.0070498
                    152,                 1.0039,                0.40944,                0.96414,                0.96533,                0.98553,                0.98874,                0.71039,                  1.079,                0.84971,                0.96604,                0.00703,                0.00703,                0.00703
                    153,                 1.0172,                0.41271,                0.97418,                0.96903,                0.98537,                0.98852,                0.70665,                 1.0969,                0.81724,                0.98289,              0.0070102,              0.0070102,              0.0070102
                    154,                 1.0113,                0.40919,                0.97021,                 0.9752,                0.98553,                0.98889,                0.71363,                 1.0939,                0.73594,                0.98528,              0.0069904,              0.0069904,              0.0069904
                    155,                 1.0063,                0.40503,                0.97005,                0.97454,                0.97741,                0.98932,                0.70513,                 1.0962,                0.75676,                0.98646,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.0304,                0.41465,                0.97905,                0.97434,                0.98383,                0.98911,                 0.7098,                 1.0802,                0.75328,                0.97526,              0.0069508,              0.0069508,              0.0069508
                    157,                0.98741,                0.40539,                0.96093,                0.97197,                0.98128,                0.98811,                0.70539,                 1.0891,                0.83016,                0.97461,               0.006931,               0.006931,               0.006931
